true_author,provider,model,thinking,chunk_id,kind,n_words,paragraph_id,trial,guess,confidence,is_specific_person,hit,attributed_to_zvi,refused,input_tokens,output_tokens,cost_usd,reasoning
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p99,paragraph,53,99,0,Zvi Mowshowitz,88,True,1,1,0,531,715,0.02053,"The excerpt discusses AI safety benchmarks (referencing section numbers, 'graders,' and 'labs'), criticizing policy experts' approach to mental health content moderation. The analytical, skeptical tone toward institutional AI safety measures, the section-by-section review format, and phrases like 'matching the grader' are highly characteristic of Zvi Mowshowitz's Substack writing style, where he frequently reviews AI safety reports and policies with this exact framing."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p109,paragraph,37,109,0,Zvi Mowshowitz,72,True,1,1,0,531,500,0.015155,"The excerpt discusses AI model benchmarks using Anthropic's naming conventions (Sonnet, Opus) with specific version numbers and accuracy metrics. The analytical yet conversational tone, combined with the characteristic parenthetical exclamation '(!)' to express surprise at a result, is highly consistent with Zvi Mowshowitz's writing style in his AI commentary on his blog and Substack, where he frequently tracks and analyzes AI model evaluations."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p106,paragraph,25,106,0,Zvi Mowshowitz,35,True,1,1,0,502,731,0.020785,"The excerpt references specific numbered sections and version numbers (Opus 4.8, section 4.3) while critically analyzing AI model behavior guidelines, which matches Zvi Mowshowitz's style of detailed, critical breakdowns of AI company policies and model specifications in his newsletter. The dry, analytical tone and focus on how AI systems handle sensitive topics like eating disorders aligns with his rationalist-adjacent AI commentary."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p108,paragraph,25,108,0,Amanda Askell,35,True,0,0,0,507,576,0.016935,"The excerpt discusses AI model behavioral metrics (evenhandedness, opposing perspectives, refusals) in a technical evaluation style characteristic of Anthropic's model cards and character work. Amanda Askell leads Claude's character and personality development at Anthropic and publishes similar statistical analyses of model behavior."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p108s0,sentence,3,108,0,Nassim Nicholas Taleb,15,True,0,0,0,472,592,0.01716,"This extremely terse, aphoristic statement resembles the style of Taleb's aphorisms in 'The Bed of Procrustes'—bold, cryptic claims compressed into minimal words. However, with only three words, attribution is highly speculative."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p108s1,sentence,22,108,0,Amanda Askell,18,True,0,0,0,499,654,0.018845,"The excerpt discusses AI model evaluation metrics ('opposing perspectives' and 'refusals') commonly used in AI safety benchmarking. The dry, data-reporting style and specific terminology suggest someone at an AI lab like Anthropic writing about model improvements. Amanda Askell works on AI policy and evaluations at Anthropic, though this is a low-confidence guess given the generic technical reporting style."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p110s0,sentence,47,110,0,Zvi Mowshowitz,92,True,1,1,0,536,555,0.016555,"The excerpt discusses AI model behavior (Opus 4.8) with characteristic Zvi style: casual internet-inflected prose, pop culture reference ('nuh uh, not gonna do it, wouldn't be prudent' from Dana Carvey's Bush impression), and critical analysis of AI refusal behavior around stereotypes. This matches his regular AI commentary on his Substack/blog where he frequently critiques over-cautious AI behaviors."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p112s0,sentence,34,112,0,Eliezer Yudkowsky,72,True,0,0,0,518,522,0.01564,"The excerpt discusses AI model behavior (referencing 'Opus 4.8', likely a Claude model) with precise philosophical distinctions between types of refusals and lying—a characteristic analytical style of Yudkowsky. His frequent public commentary on AI alignment, model evaluations, and critiques of AI refusal behavior, combined with this technical-but-conversational tone, strongly suggests his authorship."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p110,paragraph,47,110,0,Zvi Mowshowitz,92,True,1,1,0,536,604,0.01778,"The excerpt combines technical AI discussion (specifically about Claude Opus model behavior with stereotypes) with casual, irreverent language and a Dana Carvey/SNL reference ('wouldn't be prudent'). This mixture of detailed AI model analysis, informal tone, and pop culture quips is highly characteristic of Zvi Mowshowitz's Substack writing style, where he regularly covers AI developments with this exact voice."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p113s0,sentence,17,113,0,Zvi Mowshowitz,78,True,1,1,0,489,478,0.014395,"The excerpt references 'Opus 4.8' (likely Claude) disputing a characterization in a 'draft of this post,' which is highly characteristic of Zvi Mowshowitz's AI writing style. He frequently includes meta-commentary about how AI models respond to his drafts on his blog/Substack, and the casual aside format matches his voice."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p111,paragraph,15,111,0,Zvi Mowshowitz,62,True,1,1,0,490,570,0.0167,"The excerpt references 'Opus 4.8' (a Claude model version) and critically contrasts 'lying' with Anthropic's preferred term 'refusing.' This sardonic, concise style of cutting through corporate AI terminology is characteristic of Zvi Mowshowitz's AI commentary on his Substack, where he frequently analyzes AI company practices with pointed skepticism."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p103s4,sentence,32,103,0,Zvi Mowshowitz,52,True,1,1,0,514,763,0.021645,"The excerpt displays hallmarks of rationalist-sphere blogging: casual profanity, direct institutional criticism, and sarcastic capitalization ('Proper Human Professional'). The topic of gatekeeping around professional mental health help and the phrase construction 'cover-your-collective-and-individual asses bullshit blame avoidance' match Zvi Mowshowitz's blunt, hyphenated compound style and his recurring critiques of systemic dysfunction in healthcare and institutional CYA behavior."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p114s0,sentence,6,114,0,Scott Alexander,3,True,0,0,0,472,397,0.012285,"This fragment is far too short to identify distinctive stylistic markers. The phrase 'functionally there is little difference' is generic analytical language common in academic, technical, or rationalist writing. I defaulted to Scott Alexander as he frequently discusses functional distinctions, but this could plausibly be from countless authors."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p113,paragraph,52,113,0,Zvi Mowshowitz,88,True,1,1,0,530,561,0.016675,"The excerpt discusses AI model behavior (specifically 'Opus 4.8', a Claude model), shares drafts with the AI for feedback, and analyzes nuanced definitions of 'lying' in AI systems. This analytical style, bracketed notation [X], and the casual 'I explored this' phrasing are hallmarks of Zvi Mowshowitz's AI-focused writing on his Substack and elsewhere in the rationalist community."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p114,paragraph,40,114,0,Zvi Mowshowitz,92,True,1,1,0,520,485,0.014725,"The short, declarative sentences, the direct logical progression, and the phrase 'I am comfortable, in general, calling this lying' are highly characteristic of Zvi's writing style. The subject matter—critiquing AI model behavior (specifically 'Opus 4.8', a Claude model) for knowing an answer but refusing to state it—aligns perfectly with his frequent AI commentary on his Substack and blog."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p111s0,sentence,15,111,0,Zvi Mowshowitz,62,True,1,1,0,490,583,0.017025,"The excerpt references a specific Claude model version and critiques Anthropic's terminology ('refusing' vs 'lying'), which is characteristic of Zvi Mowshowitz's analytical AI commentary on his Substack. The direct, slightly sardonic tone and focus on parsing AI company language matches his style."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p109s0,sentence,37,109,0,Zvi Mowshowitz,62,True,1,1,0,531,756,0.021555,"The excerpt has the hallmarks of Zvi Mowshowitz's AI analysis writing: methodical tracking of model version performance over time, casual technical tone with parenthetical emphasis '(!)', and detailed discussion of AI capability metrics. The specific focus on Anthropic model naming conventions (Sonnet, Opus) and benchmark accuracy aligns with his regular AI roundup posts on his blog and LessWrong."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p112,paragraph,34,112,0,Zvi Mowshowitz,62,True,1,1,0,518,736,0.02099,"The excerpt discusses AI model behavior testing with precise analytical distinctions between 'unjustified refusal' and 'lying,' referencing 'Opus 4.8' (a Claude model variant). The direct, matter-of-fact style with careful definitional parsing and focus on AI evaluation/alignment issues is characteristic of Zvi Mowshowitz's writing on AI topics in his blog and newsletters."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p113s1,sentence,35,113,0,Paul Christiano,62,True,0,0,0,505,555,0.0164,"The excerpt discusses nuanced distinctions around AI deception/lying with careful epistemological framing ('narrow versus broad versions of lying,' 'integrated process that knew [X] and reported not knowing [X]'). This analytical style parsing what counts as lying in AI systems is characteristic of Paul Christiano's alignment writing, particularly his discussions on AI honesty and deception on LessWrong and the Alignment Forum."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p114s1,sentence,5,114,0,Martin Gardner,3,True,0,0,0,470,456,0.01375,"This extremely brief excerpt—just five words—offers almost no stylistic or contextual cues. The declarative, analytical phrasing is consistent with puzzle and logic writing, so I defaulted to Martin Gardner, a prolific mathematical games columnist, but confidence is minimal given the excerpt's brevity."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p114s3,sentence,15,114,0,Simon Willison,52,True,0,0,0,484,452,0.01372,"The excerpt references a specific AI model version (Opus 4.8) with a casual, observational tone noting quirky AI behavior. This style of brief, wry commentary on AI model idiosyncrasies is characteristic of Simon Willison's prolific blogging and social media presence on AI tools and behaviors."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p114s4,sentence,8,114,0,Matt Yglesias,22,True,0,0,0,475,542,0.015925,"The short excerpt shows a direct, analytical voice making a measured moral judgment. The construction 'I am comfortable, in general, calling this...' suggests a blogger or commentator who hedges carefully while still being assertive. This style is consistent with Yglesias's political commentary, though the brevity makes certainty impossible."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p95,paragraph,40,95,0,Zvi Mowshowitz,82,True,1,1,0,518,806,0.02274,"The casual analytical tone ('basically fine,' 'incremental progress'), technical AI model evaluation language (multi-turn, grader), and specific reference to 'Opus 4.8' strongly suggest Zvi Mowshowitz's AI model review style from his Substack. He frequently writes detailed assessments of Claude and other AI models with this exact register and terminology."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p115s1,sentence,30,115,0,Eliezer Yudkowsky,42,True,0,0,0,499,557,0.01642,"The excerpt's analytical dissection of AI behavior—distinguishing 'unnecessary refusal' from 'lying about the nature of the refusal'—reflects discourse common in AI alignment circles. The terse, direct phrasing and the framing of these as separable technical problems to be addressed is consistent with Yudkowsky's style on LessWrong and social media when critiquing AI system behavior."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p114s2,sentence,6,114,0,Dario Amodei,5,True,0,0,0,475,536,0.015775,"The excerpt is too brief for meaningful stylometric analysis. The reference to 'Opus' suggests familiarity with Anthropic's AI model naming conventions. Guessing Anthropic's CEO as a plausible source, but with minimal confidence due to the extreme brevity and lack of distinctive stylistic markers."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p115s0,sentence,7,115,0,Tyler Cowen,3,True,0,0,0,472,538,0.01581,"This single, generic transitional sentence offers virtually no distinctive stylistic or topical cues. The phrasing 'Thus I think this represents two problems' is common in analytical blogging and essays. Tyler Cowen frequently uses brief, direct analytical transitions, but this sentence is too short and generic for any meaningful attribution."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p115,paragraph,37,115,0,Zvi Mowshowitz,62,True,1,1,0,507,568,0.016735,"The excerpt discusses AI 'refusal' behavior and 'lying about the nature of the refusal'—terminology specific to AI alignment discourse. The structured, analytical framing ('two problems... address the causes of both') matches Zvi Mowshowitz's direct, systematic blogging style when critiquing AI system behaviors, a topic he frequently covers."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p116s0,sentence,10,116,0,Dario Amodei,25,True,0,0,0,479,608,0.017595,"This excerpt references internal testing procedures for Claude, Anthropic's AI, specifically 'election integrity' tests. The insider tone discussing safety evaluations suggests an Anthropic leader or communications piece. Dario Amodei, as CEO, frequently discusses Anthropic's safety measures publicly, though the excerpt is too brief for high confidence."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p118s2,sentence,31,118,0,Zvi Mowshowitz,52,True,1,1,0,501,484,0.014605,"The casual, direct rhetorical question format discussing AI behavior and the ethics of following instructions versus questioning intent is characteristic of Zvi Mowshowitz's Substack writing style. He frequently poses dilemmas about AI policy in this conversational, first-person manner."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p119s2,sentence,25,119,0,Eliezer Yudkowsky,62,True,0,0,0,493,473,0.01429,"The excerpt discusses AI systems needing to 'divine intent' and 'object' based on that intent—core AI alignment themes. The direct, conversational style and use of 'divine' as a verb to mean 'discern' is characteristic of Yudkowsky's writing on LessWrong or social media. The framing of AI needing robust willingness to object aligns with his views on corrigibility and alignment."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p118s1,sentence,7,118,0,Andrew Gelman,25,True,0,0,0,474,579,0.016845,"This pithy, cautionary aphorism about 'one-sided tests' fits the style and subject matter of statistician and blogger Andrew Gelman, who frequently critiques flawed statistical practices, including over-reliance on one-tailed tests and confirmation-seeking methodologies. The terse, advisory tone matches his blog voice."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p118,paragraph,53,118,0,Zvi Mowshowitz,85,True,1,1,0,532,625,0.018285,"The excerpt references 'Opus 4.8' (an AI model) and discusses AI evaluation methodology with characteristic Zvi markers: the Simpsons meme format ('out of touch or is it the test'), skepticism about one-sided evaluations, rhetorical questioning about AI alignment tradeoffs, and his distinctive punchy, analytical blog style from his AI commentary on 'Don't Worry About the Vase.'"
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p119s3,sentence,11,119,0,Scott Alexander,25,True,0,0,0,480,484,0.0145,"The terse, analytical observation about 'false positives' combined with the slightly exasperated but matter-of-fact tone ('infuriating') is consistent with Scott Alexander's style when commenting on systems, policies, or technologies. He frequently discusses statistical concepts like false positives in his blog posts. However, this excerpt is extremely short, making confident attribution difficult."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p119s0,sentence,11,119,0,Zvi Mowshowitz,42,True,1,1,0,481,486,0.014555,"The abbreviated, insider-style reference ('DoW-Anthropic dispute') about AI policy and surveillance is characteristic of Zvi Mowshowitz's newsletter writing, where he frequently covers AI governance topics and uses shorthand references assuming reader familiarity with ongoing policy debates."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p119,paragraph,68,119,0,Zvi Mowshowitz,82,True,1,1,0,551,631,0.01853,"The excerpt references a specific 'DoW-Anthropic dispute' about surveillance, a topic Zvi covers in his AI policy writing. The direct, analytical style with short punchy sentences, casual use of abbreviations, and the framing of tradeoffs ('infuriating false positives') is highly characteristic of his Substack posts on AI safety and policy."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p120,paragraph,46,120,0,Zvi Mowshowitz,72,True,1,1,0,515,552,0.016375,"The excerpt discusses AI model testing methodology with references to '4.8' (likely an AI model version). The direct, analytical tone and focus on evaluation methodology is characteristic of Zvi Mowshowitz's AI commentary on his blog. The measured phrasing ('I would need to see... to know if I consider... a problem') and methodological critique align with his writing style."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p118s0,sentence,15,118,0,Zvi Mowshowitz,25,True,1,1,0,485,786,0.022075,"The excerpt adapts the famous Principal Skinner Simpsons meme ('Am I out of touch? No, it's the children who are wrong') to comment on a specific AI model version (Opus 4.8). This internet-native, meme-referencing style combined with specific AI model version numbering is characteristic of Zvi Mowshowitz's AI commentary in his newsletter, though the excerpt is too brief for high confidence."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p120s1,sentence,17,120,0,Scott Alexander,22,True,0,0,0,482,595,0.017285,"The short excerpt has a conversational, advisory tone with hedging ('But I do think') that is common in rationalist/science blogosphere writing. The subject matter about caring about results of questions and tests suggests methodology or research advice, fitting Scott Alexander's style on Astral Codex Ten. However, the excerpt is too brief for confident attribution."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p122s0,sentence,29,122,0,Zvi Mowshowitz,85,True,1,1,0,504,498,0.01497,"The excerpt discusses RSP (Responsible Scaling Policy), specific Anthropic model versions like 'Opus 4.8,' and AI safety evaluation concerns. The informal analytical tone and phrase structure ('I continue to think...') are characteristic of Zvi Mowshowitz's AI commentary on his blog and newsletters, where he regularly analyzes Anthropic's policies and model capabilities in detail."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p123,paragraph,41,123,0,Simon Willison,82,True,0,0,0,516,483,0.014655,"The excerpt discusses prompt injections (a topic Simon Willison has extensively covered and helped popularize), references Anthropic's positions, and uses his characteristic conversational yet technically precise style. Phrases like 'juicier targets' match his casual, accessible tone when discussing AI security concerns."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p123s1,sentence,31,123,0,Simon Willison,72,True,0,0,0,502,435,0.013385,"The casual yet technically informed tone discussing AI agents, security implications ('juicier targets'), and user trust is characteristic of Simon Willison's blogging style. He frequently writes about AI agents and their security/privacy considerations in this accessible, conversational manner."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p123s0,sentence,10,123,0,Simon Willison,45,True,0,0,0,478,475,0.014265,"The excerpt discusses prompt injections as a security priority and references Anthropic's position. Simon Willison is one of the most prominent voices advocating for treating prompt injection as a critical AI security concern, frequently blogging about LLM security and engaging with AI companies' safety stances in a direct, concise style."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p120s0,sentence,29,120,0,Zvi Mowshowitz,22,True,1,1,0,497,614,0.017835,"The excerpt discusses AI model evaluations (referencing '4.8's actions') and evaluation methodology, topics Zvi frequently covers. The measured, reasonable tone acknowledging both personal epistemic limitations and institutional constraints matches his analytical blog style. However, the excerpt is extremely short and could belong to many AI commentators."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p117,paragraph,24,117,0,Dario Amodei,22,True,0,0,0,505,932,0.025825,"The excerpt uses terminology specific to Anthropic's AI safety evaluation framework—'Opus' refers to their Claude model line, and 'malicious agentic use' and 'malicious computer use test' are categories from their model safety cards. This reads like internal documentation or a system card. As CEO and public face of Anthropic who oversees safety communications, Dario Amodei is a plausible attribution, though such documents are typically collaborative."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p119s1,sentence,21,119,0,Scott Alexander,15,True,0,0,0,489,634,0.018295,"The excerpt discusses a philosophical concept about individually permissible actions accumulating into collective harms—a topic common in rationalist and effective altruism writing. The accessible, conversational tone ('we wish to avoid') combined with the philosophical framing suggests a blogger-philosopher style. Scott Alexander frequently explores such ethical puzzles in an approachable manner, though this brief excerpt could match many writers in that sphere."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p121,paragraph,14,121,0,Zvi Mowshowitz,42,True,1,1,0,487,703,0.02001,"The excerpt discusses specific AI model versions (Opus 4.8, Mythos) and their capabilities in influence campaigns, a topic Zvi frequently covers on his AI-focused Substack. The terse, matter-of-fact technical style and direct comparison of model capabilities is characteristic of his writing about AI evaluations and safety."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p124,paragraph,16,124,0,Scott Alexander,22,True,0,0,0,485,483,0.0145,"The excerpt discusses false positives and false negatives (ML/statistical concepts) in a brief, matter-of-fact style. The colloquial but precise use of 'backslid' and the reporting-on-technical-matters tone is consistent with Scott Alexander's blog writing at Astral Codex Ten, though the excerpt is too short for high confidence."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p116,paragraph,10,116,0,Dario Amodei,35,True,0,0,0,479,678,0.019345,"The excerpt refers to 'Claude' in third person in the context of passing safety tests ('election integrity' tests), suggesting an insider perspective from Anthropic. Dario Amodei, as CEO, frequently writes and speaks publicly about Claude's safety testing and alignment measures in this matter-of-fact, declarative style."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p122,paragraph,29,122,0,Zvi Mowshowitz,72,True,1,1,0,504,742,0.02107,"The excerpt discusses Anthropic's RSP (Responsible Scaling Policy) and evaluates 'Opus 4.8' capabilities in a casual, analytical first-person style. This matches Zvi Mowshowitz's frequent detailed commentary on AI safety policies and model capabilities on his Substack, where he regularly analyzes Anthropic's developments with this kind of insider-aware but external-observer framing."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p125s0,sentence,31,125,0,Zvi Mowshowitz,82,True,1,1,0,505,521,0.01555,"The informal, direct style ('This is a big deal'), specific discussion of Claude model versions (Opus), and practical AI safety concerns like prompt injections and subagent architecture are hallmarks of Zvi Mowshowitz's AI commentary on his blog and Substack. His writing frequently covers AI model capabilities with this exact pragmatic, advisory tone."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p125s1,sentence,14,125,0,Paul Graham,28,True,0,0,0,479,521,0.01542,"The excerpt uses tech terminology ('use case') and has a direct, aphoristic quality characteristic of Paul Graham's essay style. The cautionary tone about accumulating risk over time, even when behavior stays constant, fits his tendency to write concise advisory statements about technology and systems. However, the excerpt is extremely short, making confident attribution difficult."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p125,paragraph,92,125,0,Zvi Mowshowitz,92,True,1,1,0,590,609,0.018175,"The excerpt exhibits Zvi Mowshowitz's distinctive blogging style: direct and opinionated tone, heavy use of specific numerical comparisons, discussion of AI model versions and safety concerns (prompt injections, subagents), and the characteristic slightly snarky closing remark. The subject matter—detailed analysis of Claude/Opus model versions and AI commoditization—aligns perfectly with his regular AI commentary on his Substack."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p124s0,sentence,16,124,0,Scott Alexander,25,True,0,0,0,485,615,0.0178,"The excerpt discusses false positives/negatives trade-offs (common in AI safety and medical testing discourse) with a precise yet informal tone. The distinctive use of 'backslid' instead of 'regressed' and the matter-of-fact phrasing 'Their report is that' aligns with Scott Alexander's style on Astral Codex Ten, where he frequently analyzes technical studies and classification systems."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p126,paragraph,15,126,0,Zvi Mowshowitz,62,True,1,1,0,483,435,0.01329,"The excerpt discusses 'computer use' which is a specific Anthropic Claude feature, combined with the informal, evaluative tone ('full dealbreaker') typical of AI commentary blogs. Zvi Mowshowitz frequently writes detailed analyses of AI capabilities in this direct, judgmental style on his Substack, often evaluating new AI features and their limitations."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p126s0,sentence,15,126,0,Zvi Mowshowitz,62,True,1,1,0,483,478,0.014365,"The phrase 'computer use' as a technical term (referring to AI agents using computers) combined with the casual, evaluative style ('looks a lot worse,' 'full dealbreaker') is characteristic of Zvi Mowshowitz's AI commentary on his blog. He frequently analyzes AI capabilities with this direct, informal analytical tone."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p125s2,sentence,30,125,0,Zvi Mowshowitz,42,True,1,1,0,513,665,0.01919,"The excerpt discusses precise percentage differences between AI model versions (Opus 4.8 vs 4.7) in an analytical, comparative style typical of Zvi Mowshowitz's AI coverage in his newsletter. The technical granularity about model benchmarks or safety metrics, combined with the matter-of-fact tone about meaningful differences between small percentages, matches his characteristic approach to dissecting AI developments."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p128,paragraph,44,128,0,Zvi Mowshowitz,92,True,1,1,0,530,546,0.0163,"The casual, evaluative tone discussing AI model versions (Opus 4.7), computer-use capabilities, and safety trade-offs with colloquial phrasing like 'got a lot less crazy' and 'seems a lot crazier again' is highly characteristic of Zvi Mowshowitz's AI commentary style on his Substack. The specific focus on model benchmarks and safety metrics in this informal register is a hallmark of his writing."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p128s0,sentence,44,128,0,Zvi Mowshowitz,92,True,1,1,0,530,512,0.01545,"The excerpt discusses AI model versions (Opus 4.7, likely Claude) with specific reliability percentages and computer-use capabilities. The distinctive casual-yet-analytical voice ('got a lot less crazy,' 'seems a lot crazier again') combined with technical AI safety discourse is highly characteristic of Zvi Mowshowitz's Substack writing style, where he regularly reviews and comments on new AI model releases."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p130,paragraph,32,130,0,Zvi Mowshowitz,78,True,1,1,0,505,535,0.0159,"The excerpt discusses AI model safety testing with specific technical references to 'Opus 4.8' and Anthropic's 'browser use' vs 'computer use' features. The terse, analytical style with short declarative sentences, the bemused observation about unexpected results, and the framing of needing more tests matches Zvi Mowshowitz's characteristic voice in his AI commentary posts on his blog and Substack."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p130s1,sentence,12,130,0,Dario Amodei,3,True,0,0,0,477,471,0.01416,"This is an extremely generic sentence that could appear in almost any technical, scientific, or business context. The pragmatic, research-oriented tone with first-person plural is common in technology discussions. Without distinctive stylistic markers, I'm guessing an AI researcher who frequently communicates about ongoing work, but confidence is minimal."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p127s0,sentence,22,127,0,Amanda Askell,25,True,0,0,0,496,646,0.01863,"The excerpt reads like technical documentation from an AI model card or system card, with formal section references (6.3.1) and specific terminology about 'computer use' capability and model behavior. This style matches Anthropic's technical documentation, and Amanda Askell is known for leading work on Claude's character and behavior documentation, though such documents are typically collaborative."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p127,paragraph,22,127,0,Amanda Askell,25,True,0,0,0,496,701,0.020005,"The excerpt reads like Anthropic's technical documentation or model card for Claude, referencing 'Computer use' (a branded Claude capability) and discussing model behavior with formal section numbering. Amanda Askell has been a key figure in Claude's character development and documentation at Anthropic, though such documents typically have multiple authors."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p130s2,sentence,6,130,0,Tyler Cowen,12,True,0,0,0,472,513,0.015185,"The formal construction 'I would not have expected' combined with the technical term 'divergence' suggests an academic or economist. Tyler Cowen frequently discusses convergence/divergence in economic contexts and uses measured, formal phrasing. However, the excerpt is far too brief for any confident attribution."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p131,paragraph,73,131,0,Zvi Mowshowitz,85,True,1,1,0,563,504,0.015415,"The excerpt exhibits Zvi's distinctive analytical style when commenting on AI developments: referencing specific document sections (6.2.5), discussing Anthropic model training decisions with insider familiarity, using security terminology ('security through obscurity'), and the direct, opinionated voice characteristic of his AI commentary on Substack and his blog."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p133s0,sentence,5,133,0,Scott Alexander,8,True,0,0,0,471,342,0.010905,"The phrase 'I summarize the summary' has a meta-analytical, recursive quality common in rationalist blogging. Scott Alexander frequently summarizes papers and other summaries in his posts. However, this excerpt is far too short for any confident attribution."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p132s1,sentence,10,132,0,Simon Willison,62,True,0,0,0,476,477,0.014305,"The casual, conversational tone combined with the specific mention of 'prompt injections' points to Simon Willison, who is well-known for writing extensively about LLM security and prompt injection vulnerabilities on his blog. The brevity and informal qualifier ('still basically true except for') matches his blogging style."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p131s0,sentence,10,131,0,Raymond Chen,5,True,0,0,0,478,574,0.01674,"This extremely brief excerpt references a numbered section (6.2.5), typical of technical standards or specifications. The terse, direct phrasing 'I strongly suspect' is common in technical discussions. Raymond Chen is known for this concise style when referencing documentation, but the excerpt is far too short for any meaningful attribution."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p131s2,sentence,36,131,0,Zvi Mowshowitz,88,True,1,1,0,512,474,0.01441,"The excerpt discusses Anthropic's AI training decisions in a casual, analytical style typical of Zvi's AI commentary. The phrase 'as they say' followed by a wry observation about scams, plus the matter-of-fact discussion of model honesty and adversarial training, matches his distinctive newsletter voice on Don't Worry About the Vase."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p132s2,sentence,12,132,0,Matt Levine,32,True,0,0,0,480,427,0.013075,"The blend of technical jargon ('sanity checks') with a casual, almost dismissive tone ('quibble but basically it's all fine') is reminiscent of Matt Levine's conversational style in his Money Stuff newsletter, where he often summarizes complex processes with breezy understatement. However, the excerpt is extremely short, making confident attribution difficult."
Zvi Mowshowitz,anthropic,claude-opus-4-5,high,p133,paragraph,5,133,0,Scott Alexander,3,True,0,0,0,471,427,0.01303,"This extremely brief excerpt offers almost no stylistic or contextual cues. The meta-analytical phrasing 'I summarize the summary' vaguely suggests a blogger who methodically breaks down complex information, but with only five words, any attribution is essentially a guess."
